Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Maribyrnong,28 Blair St,2,t,440000.0,PI,Rendina,22/08/2016,8.7,3032,2.0,1.0,2.0,54.0,85.0,2000.0,Maribyrnong,-37.774,144.8797,Western Metropolitan,4918.0
Maribyrnong,2 Murnong St,4,h,1048700.0,SP,Brad,23/04/2016,8.7,3032,3.0,2.0,2.0,452.0,245.0,1999.0,Maribyrnong,-37.774,144.877,Western Metropolitan,4918.0
Maribyrnong,28 Blair St,2,t,400000.0,PI,Rendina,24/09/2016,8.7,3032,2.0,1.0,2.0,54.0,85.0,2000.0,Maribyrnong,-37.774,144.8797,Western Metropolitan,4918.0
Maribyrnong,33 River St,4,h,1215000.0,S,Raine,24/09/2016,8.7,3032,4.0,3.0,4.0,613.0,142.0,1950.0,Maribyrnong,-37.7799,144.8879,Western Metropolitan,4918.0
Maribyrnong,23 Duffy St,4,h,1180000.0,SP,Maddison,25/02/2017,8.7,3032,4.0,3.0,2.0,688.0,166.0,1960.0,Maribyrnong,-37.7713,144.8937,Western Metropolitan,4918.0
Maribyrnong,9 Lyric St,4,h,1117000.0,S,Sweeney,25/02/2017,8.7,3032,4.0,3.0,2.0,325.0,207.0,2005.0,Maribyrnong,-37.7822,144.8922,Western Metropolitan,4918.0
Maribyrnong,4/47 Middle Rd,2,u,420000.0,S,Alexkarbon,25/02/2017,8.7,3032,2.0,1.0,1.0,0.0,68.0,1970.0,Maribyrnong,-37.7678,144.8899,Western Metropolitan,4918.0
Maribyrnong,56 Skyline Dr,5,t,1000000.0,PI,Edward,25/02/2017,8.7,3032,5.0,3.0,2.0,98.0,,,Maribyrnong,-37.7843,144.8939,Western Metropolitan,4918.0
Maribyrnong,329 Gordon St,4,h,770000.0,SP,Jas,26/07/2016,8.7,3032,4.0,2.0,2.0,215.0,231.0,2000.0,Maribyrnong,-37.7817,144.8916,Western Metropolitan,4918.0
Maribyrnong,34 Mitchell St,3,h,905000.0,S,Biggin,27/06/2016,8.7,3032,3.0,1.0,2.0,696.0,,,Maribyrnong,-37.7832,144.8864,Western Metropolitan,4918.0
Maribyrnong,7 Pridham St,5,h,1151000.0,S,Biggin,27/06/2016,8.7,3032,5.0,2.0,5.0,694.0,232.0,1950.0,Maribyrnong,-37.7819,144.8901,Western Metropolitan,4918.0
Maribyrnong,66 Raleigh Rd,3,h,907000.0,S,Raine,27/11/2016,8.7,3032,3.0,1.0,2.0,678.0,124.0,1950.0,Maribyrnong,-37.769,144.8935,Western Metropolitan,4918.0
Maribyrnong,110/44 Skyline Dr,2,u,570000.0,PI,McDonald,27/11/2016,8.7,3032,2.0,2.0,1.0,3014.0,204.0,2012.0,Maribyrnong,-37.7853,144.8944,Western Metropolitan,4918.0
Maribyrnong,75 Edgewater Bvd,3,h,820000.0,PI,Biggin,28/05/2016,8.7,3032,3.0,2.0,2.0,203.0,160.0,2006.0,Maribyrnong,-37.7853,144.8972,Western Metropolitan,4918.0
Maribyrnong,39 Kellaway St,3,h,940000.0,S,Jas,28/05/2016,8.7,3032,3.0,1.0,1.0,695.0,141.0,1940.0,Maribyrnong,-37.7825,144.886,Western Metropolitan,4918.0
Maribyrnong,31 Monash St,4,h,1030000.0,S,Jas,28/05/2016,8.7,3032,4.0,2.0,1.0,573.0,196.0,1925.0,Maribyrnong,-37.7844,144.8876,Western Metropolitan,4918.0
Maribyrnong,1 The Esplanade,5,h,1350000.0,S,Changing,28/05/2016,8.7,3032,5.0,3.0,5.0,670.0,,,Maribyrnong,-37.7676,144.9009,Western Metropolitan,4918.0
Maribyrnong,6 Ibis Pl,4,h,1230000.0,SP,Biggin,28/08/2016,8.7,3032,3.0,3.0,2.0,270.0,215.0,2009.0,Maribyrnong,-37.7847,144.8962,Western Metropolitan,4918.0
Maribyrnong,90 Blair St,3,h,460000.0,VB,Nelson,30/07/2016,8.7,3032,3.0,2.0,1.0,95.0,,2001.0,Maribyrnong,-37.772,144.8801,Western Metropolitan,4918.0
Maribyrnong,12 Ibis Pl,3,h,884500.0,S,Jellis,30/07/2016,8.7,3032,3.0,2.0,2.0,211.0,234.0,2005.0,Maribyrnong,-37.7848,144.8969,Western Metropolitan,4918.0
Maribyrnong,34 MacEdon St,3,h,1010000.0,S,Biggin,30/07/2016,8.7,3032,3.0,1.0,1.0,594.0,,1940.0,Maribyrnong,-37.7804,144.8878,Western Metropolitan,4918.0
Maribyrnong,19 Mitchell St,3,h,820000.0,VB,Biggin,30/07/2016,8.7,3032,3.0,1.0,4.0,539.0,,,Maribyrnong,-37.7837,144.8888,Western Metropolitan,4918.0
Maribyrnong,21 Mitchell St,3,h,820000.0,VB,Biggin,30/07/2016,8.7,3032,3.0,1.0,4.0,578.0,176.0,2006.0,Maribyrnong,-37.7837,144.8887,Western Metropolitan,4918.0
Maribyrnong,3/4 Navigator St,2,u,330000.0,S,Woodards,30/07/2016,8.7,3032,2.0,1.0,1.0,0.0,,1970.0,Maribyrnong,-37.7689,144.8981,Western Metropolitan,4918.0
Melbourne,902/16 Liverpool St,1,u,427000.0,S,Harcourts,3/12/2016,2.8,3000,1.0,1.0,0.0,0.0,,,Melbourne,-37.8111,144.9715,Northern Metropolitan,17496.0
Melbourne,14/2 Exhibition St,2,u,1160500.0,S,Kay,4/03/2017,2.8,3000,2.0,2.0,1.0,4230.0,,2006.0,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496.0
Melbourne,2306/265 Exhibition St,2,u,780000.0,SP,Galldon,4/06/2016,2.8,3000,2.0,2.0,1.0,0.0,85.0,1997.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0
Melbourne,1501/87 Franklin St,2,u,535000.0,S,HAR,7/05/2016,2.8,3000,2.0,1.0,1.0,0.0,84.0,2001.0,Melbourne,-37.808,144.9617,Northern Metropolitan,17496.0
Melbourne,3811/80 Abeckett St,2,u,450000.0,VB,MICM,7/11/2016,2.8,3000,2.0,1.0,1.0,0.0,55.0,2014.0,Melbourne,-37.8091,144.9609,Northern Metropolitan,17496.0
Melbourne,405/270 King St,2,u,360000.0,VB,LITTLE,7/11/2016,2.8,3000,2.0,1.0,0.0,0.0,66.0,1974.0,Melbourne,-37.8138,144.9548,Northern Metropolitan,17496.0
Melbourne,805/300 Swanston St,2,u,665000.0,S,Purplebricks,7/11/2016,2.8,3000,2.0,1.0,1.0,0.0,80.0,2004.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496.0
Melbourne,1615/250 Elizabeth St,1,u,386000.0,S,Dingle,10/09/2016,2.8,3000,1.0,1.0,0.0,0.0,64.0,1976.0,Melbourne,-37.8127,144.9627,Northern Metropolitan,17496.0
Melbourne,49/2 Exhibition St,1,u,659000.0,S,Harcourts,10/09/2016,2.8,3000,1.0,1.0,1.0,0.0,59.0,2006.0,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496.0
Melbourne,1/5 Davisons Pl,2,u,671000.0,SP,MICM,10/12/2016,2.8,3000,2.0,1.0,1.0,0.0,,,Melbourne,-37.8089,144.967,Northern Metropolitan,17496.0
Melbourne,2111/620 Collins St,2,u,545000.0,SP,Greg,12/11/2016,2.8,3000,2.0,1.0,1.0,0.0,67.0,2002.0,Melbourne,-37.8188,144.9544,Northern Metropolitan,17496.0
Melbourne,2206/60 Market St,1,u,450000.0,VB,Dingle,12/11/2016,2.8,3000,1.0,1.0,0.0,0.0,57.0,1960.0,Melbourne,-37.8178,144.9607,Northern Metropolitan,17496.0
Melbourne,308/16 Liverpool St,1,u,432000.0,S,LITTLE,13/08/2016,2.8,3000,1.0,1.0,1.0,0.0,51.0,2005.0,Melbourne,-37.8111,144.9715,Northern Metropolitan,17496.0
Melbourne,816/300 Swanston St,1,u,400000.0,VB,Greg,13/08/2016,2.8,3000,1.0,1.0,1.0,0.0,,2005.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496.0
Melbourne,928/43 Therry St,1,u,210000.0,VB,Greg,13/08/2016,2.8,3000,1.0,1.0,0.0,0.0,,,Melbourne,-37.8078,144.961,Northern Metropolitan,17496.0
Melbourne,901/265 Exhibition St,3,u,750000.0,S,Greg,15/10/2016,2.8,3000,3.0,2.0,1.0,0.0,122.0,1998.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0
Melbourne,208/108 Flinders St,1,u,375000.0,PI,LITTLE,15/10/2016,2.8,3000,1.0,1.0,0.0,1414.0,47.0,2014.0,Melbourne,-37.8161,144.9712,Northern Metropolitan,17496.0
Melbourne,33/300 King St,1,u,680000.0,S,MICM,17/09/2016,2.8,3000,1.0,1.0,2.0,0.0,102.0,1965.0,Melbourne,-37.8132,144.9545,Northern Metropolitan,17496.0
Melbourne,1001/639 Little Bourke St,2,u,470000.0,VB,Greg,18/03/2017,2.8,3000,2.0,1.0,2.0,0.0,55.0,1917.0,Melbourne,-37.816,144.9535,Northern Metropolitan,17496.0
Melbourne,3301/288 Spencer St,2,u,650000.0,VB,Elite,18/03/2017,2.8,3000,2.0,1.0,1.0,0.0,92.0,,Melbourne,-37.8138,144.952,Northern Metropolitan,17496.0
Melbourne,715/300 Swanston St,2,u,483000.0,S,Greg,18/03/2017,2.8,3000,1.0,1.0,1.0,0.0,68.0,2004.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496.0
Melbourne,304/8 Sutherland St,3,u,610000.0,S,Pagan,18/06/2016,2.8,3000,3.0,2.0,0.0,0.0,,,Melbourne,-37.8114,144.961,Northern Metropolitan,17496.0
Melbourne,32/2 Exhibition St,1,u,700000.0,VB,Castran,19/11/2016,2.8,3000,1.0,1.0,1.0,0.0,64.0,1920.0,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496.0
Melbourne,1206/483 Swanston St,2,u,520000.0,VB,Greg,19/11/2016,2.8,3000,1.0,1.0,1.0,4051.0,68.0,2005.0,Melbourne,-37.8072,144.9623,Northern Metropolitan,17496.0
Melbourne,303/166 Flinders St,1,u,440000.0,S,Harcourts,22/08/2016,2.8,3000,1.0,1.0,1.0,0.0,65.0,1920.0,Melbourne,-37.8168,144.9691,Northern Metropolitan,17496.0
Melbourne,43/1 Exhibition St,1,u,436000.0,S,RT,23/04/2016,2.8,3000,1.0,1.0,0.0,0.0,,,Melbourne,-37.8159,144.972,Northern Metropolitan,17496.0
Melbourne,507/325 Collins St,2,u,733000.0,S,MICM,24/09/2016,2.8,3000,2.0,2.0,1.0,0.0,94.0,1965.0,Melbourne,-37.8166,144.9635,Northern Metropolitan,17496.0
Melbourne,702/108 Flinders St,2,u,675000.0,VB,Kay,24/09/2016,2.8,3000,2.0,2.0,1.0,0.0,,2014.0,Melbourne,-37.8161,144.9712,Northern Metropolitan,17496.0
Melbourne,60 Hayward La,3,h,1630000.0,S,Dingle,25/02/2017,2.8,3000,3.0,2.0,0.0,95.0,,,Melbourne,-37.8092,144.967,Northern Metropolitan,17496.0
Melbourne,1003/265 Exhibition St,3,u,760000.0,S,hockingstuart,28/05/2016,2.8,3000,2.0,2.0,1.0,0.0,89.0,1997.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0
Melbourne,103/565 Flinders St,2,u,360000.0,VB,Dingle,28/08/2016,2.8,3000,1.0,1.0,1.0,1136.0,69.0,2009.0,Melbourne,-37.8211,144.9559,Northern Metropolitan,17496.0
Melbourne,509/33 MacKenzie St,2,u,390000.0,PI,Dingle,30/07/2016,2.8,3000,2.0,1.0,1.0,1751.0,,2012.0,Melbourne,-37.8077,144.9668,Northern Metropolitan,17496.0
North Melbourne,10 Canning St,4,h,2920000.0,S,Nelson,3/09/2016,2.3,3051,4.0,3.0,4.0,310.0,276.0,1880.0,Melbourne,-37.7958,144.944,Northern Metropolitan,6821.0
North Melbourne,90 Molesworth St,3,h,1635000.0,S,Nelson,3/09/2016,2.3,3051,2.0,1.0,0.0,517.0,,,Melbourne,-37.7967,144.9472,Northern Metropolitan,6821.0
North Melbourne,208/150 Peel St,1,u,491000.0,SP,Nelson,3/09/2016,2.3,3051,1.0,1.0,1.0,0.0,,,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821.0
North Melbourne,24/302 Abbotsford St,2,u,540000.0,S,Jellis,3/12/2016,2.3,3051,2.0,1.0,1.0,0.0,65.0,1970.0,Melbourne,-37.7994,144.9464,Northern Metropolitan,6821.0
North Melbourne,1/315 Flemington Rd,1,u,340000.0,S,Brad,3/12/2016,2.3,3051,1.0,1.0,1.0,0.0,,,Melbourne,-37.7916,144.9443,Northern Metropolitan,6821.0
North Melbourne,2/63 Brougham St,2,u,726000.0,S,Jellis,4/03/2017,2.3,3051,2.0,1.0,1.0,0.0,64.0,1970.0,Melbourne,-37.7936,144.9426,Northern Metropolitan,6821.0
North Melbourne,8 Haines St,3,h,1340000.0,S,W.B.,4/03/2017,2.3,3051,3.0,1.0,0.0,83.0,129.0,1980.0,Melbourne,-37.7987,144.9497,Northern Metropolitan,6821.0
North Melbourne,70 Munster Tce,2,t,1105000.0,S,Jellis,4/03/2017,2.3,3051,2.0,2.0,1.0,88.0,119.0,2010.0,Melbourne,-37.8018,144.9429,Northern Metropolitan,6821.0
North Melbourne,19 Shands La,2,t,841000.0,S,Jellis,4/03/2017,2.3,3051,2.0,1.0,1.0,215.0,0.0,2000.0,Melbourne,-37.7953,144.9437,Northern Metropolitan,6821.0
North Melbourne,6/49 Haines St,2,u,528500.0,SP,Woodards,4/06/2016,2.3,3051,2.0,1.0,1.0,0.0,74.0,1960.0,Melbourne,-37.7988,144.9475,Northern Metropolitan,6821.0
North Melbourne,24/101 Leveson St,2,u,585000.0,SA,Edward,4/06/2016,2.3,3051,2.0,1.0,1.0,0.0,,,Melbourne,-37.802,144.951,Northern Metropolitan,6821.0
North Melbourne,319/350 Victoria St,2,u,645000.0,S,Nelson,7/05/2016,2.3,3051,2.0,1.0,1.0,0.0,,,Melbourne,-37.8055,144.9547,Northern Metropolitan,6821.0
North Melbourne,12/25 Byron St,1,u,410000.0,VB,Jellis,7/11/2016,2.3,3051,1.0,1.0,1.0,1045.0,55.0,2011.0,Melbourne,-37.802,144.9516,Northern Metropolitan,6821.0
North Melbourne,110/171 Flemington Rd,2,u,550000.0,SP,Jellis,7/11/2016,2.3,3051,2.0,1.0,2.0,0.0,54.0,1975.0,Melbourne,-37.7955,144.9492,Northern Metropolitan,6821.0
North Melbourne,2/43 Haines St,2,u,470000.0,VB,W.B.,7/11/2016,2.3,3051,2.0,1.0,1.0,0.0,,,Melbourne,-37.7988,144.9478,Northern Metropolitan,6821.0
North Melbourne,115/150 Peel St,2,u,470000.0,VB,W.B.,7/11/2016,2.3,3051,2.0,1.0,1.0,0.0,57.0,2006.0,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821.0
North Melbourne,13/49 Haines St,2,u,475000.0,S,Jas,8/10/2016,2.3,3051,2.0,1.0,1.0,0.0,,,Melbourne,-37.7988,144.9475,Northern Metropolitan,6821.0
North Melbourne,6/55 Provost St,2,u,640000.0,S,MICM,8/10/2016,2.3,3051,2.0,2.0,1.0,0.0,84.0,2006.0,Melbourne,-37.802,144.9459,Northern Metropolitan,6821.0
North Melbourne,331 Flemington Rd,4,h,1330000.0,S,McDonald,10/09/2016,2.3,3051,3.0,2.0,1.0,246.0,,,Melbourne,-37.7914,144.9439,Northern Metropolitan,6821.0
North Melbourne,4/175 Chetwynd St,2,u,720000.0,S,W.B.,10/12/2016,2.3,3051,2.0,2.0,1.0,0.0,98.0,1998.0,Melbourne,-37.8015,144.9526,Northern Metropolitan,6821.0
North Melbourne,2/100 Curzon St,2,t,888000.0,S,Jellis,10/12/2016,2.3,3051,2.0,1.0,1.0,0.0,,,Melbourne,-37.8016,144.9486,Northern Metropolitan,6821.0
North Melbourne,16 Scotia St,3,h,1325000.0,S,Nelson,10/12/2016,2.3,3051,3.0,2.0,1.0,97.0,139.0,2011.0,Melbourne,-37.8014,144.94899999999996,Northern Metropolitan,6821.0
North Melbourne,107/33 Wreckyn St,1,u,368000.0,SP,Jellis,10/12/2016,2.3,3051,1.0,1.0,1.0,0.0,52.0,2003.0,Melbourne,-37.8,144.9542,Northern Metropolitan,6821.0
North Melbourne,15A Lothian St,3,t,1300000.0,S,Jellis,11/02/2017,2.3,3051,3.0,2.0,2.0,67.0,,2005.0,Melbourne,-37.804,144.9441,Northern Metropolitan,6821.0
North Melbourne,23/43 Haines St,2,u,450000.0,VB,W.B.,12/11/2016,2.3,3051,2.0,1.0,1.0,1588.0,71.0,1970.0,Melbourne,-37.7988,144.9478,Northern Metropolitan,6821.0
North Melbourne,6 Shiel St,3,h,1385000.0,S,Nelson,13/08/2016,2.3,3051,3.0,2.0,0.0,118.0,150.0,1890.0,Melbourne,-37.7976,144.944,Northern Metropolitan,6821.0
North Melbourne,44 Byron St,2,h,990000.0,S,Nelson,15/10/2016,2.3,3051,2.0,2.0,1.0,584.0,120.0,2008.0,Melbourne,-37.8016,144.9508,Northern Metropolitan,6821.0
North Melbourne,2/150 Arden St,2,u,440000.0,PI,hockingstuart,16/04/2016,2.3,3051,2.0,1.0,1.0,0.0,,1960.0,Melbourne,-37.8004,144.9465,Northern Metropolitan,6821.0
North Melbourne,12/700 Queensberry St,2,u,606000.0,S,Nelson,16/04/2016,2.3,3051,2.0,1.0,2.0,0.0,84.0,2000.0,Melbourne,-37.8022,144.9439,Northern Metropolitan,6821.0
North Melbourne,103/25 Byron St,1,u,450000.0,SP,Jellis,16/07/2016,2.3,3051,1.0,1.0,1.0,0.0,60.0,2012.0,Melbourne,-37.802,144.9516,Northern Metropolitan,6821.0
North Melbourne,3 Murphy St,3,h,1470000.0,S,Jellis,17/09/2016,2.3,3051,2.0,1.0,0.0,232.0,93.0,1930.0,Melbourne,-37.7977,144.9512,Northern Metropolitan,6821.0
North Melbourne,5/97 Oshanassy St,2,u,591500.0,S,Jellis,17/09/2016,2.3,3051,2.0,1.0,1.0,0.0,,,Melbourne,-37.8004,144.9465,Northern Metropolitan,6821.0
North Melbourne,8/201 Abbotsford St,2,t,1300000.0,VB,Nelson,18/06/2016,2.3,3051,2.0,2.0,1.0,0.0,,,Melbourne,-37.8029,144.9452,Northern Metropolitan,6821.0
North Melbourne,18 Melrose St,2,h,1010000.0,S,Jellis,19/11/2016,2.3,3051,2.0,2.0,0.0,109.0,100.0,1900.0,Melbourne,-37.795,144.942,Northern Metropolitan,6821.0
North Melbourne,674 Victoria St,2,h,1266000.0,S,Jellis,19/11/2016,2.3,3051,2.0,1.0,0.0,161.0,106.0,1960.0,Melbourne,-37.8043,144.9437,Northern Metropolitan,6821.0
North Melbourne,509/30 Wreckyn St,2,u,620000.0,S,LITTLE,19/11/2016,2.3,3051,2.0,1.0,2.0,0.0,69.0,2004.0,Melbourne,-37.8004,144.9544,Northern Metropolitan,6821.0
North Melbourne,3/369 Abbotsford St,2,u,540000.0,S,Alexkarbon,22/08/2016,2.3,3051,2.0,1.0,1.0,0.0,,1970.0,Melbourne,-37.7981,144.9461,Northern Metropolitan,6821.0
North Melbourne,443 Abbotsford St,2,h,1200000.0,SP,Jellis,24/09/2016,2.3,3051,2.0,2.0,1.0,146.0,,,Melbourne,-37.7959,144.9464,Northern Metropolitan,6821.0
North Melbourne,306/350 Victoria St,2,u,630000.0,SP,Alexkarbon,24/09/2016,2.3,3051,2.0,1.0,1.0,0.0,75.0,2002.0,Melbourne,-37.8055,144.9547,Northern Metropolitan,6821.0
North Melbourne,21/70 Oshanassy St,2,u,560000.0,S,Jellis,25/02/2017,2.3,3051,2.0,1.0,1.0,2300.0,68.0,1975.0,Melbourne,-37.7997,144.9472,Northern Metropolitan,6821.0
North Melbourne,20 Scotia St,2,h,800000.0,VB,Nelson,27/06/2016,2.3,3051,2.0,2.0,1.0,55.0,,2011.0,Melbourne,-37.8014,144.9488,Northern Metropolitan,6821.0
North Melbourne,1/109 Arden St,2,u,665500.0,S,Alexkarbon,27/11/2016,2.3,3051,2.0,2.0,1.0,0.0,96.0,2012.0,Melbourne,-37.8009,144.9471,Northern Metropolitan,6821.0
North Melbourne,14/7 Curran St,2,u,550055.0,SP,Jellis,27/11/2016,2.3,3051,2.0,1.0,2.0,1004.0,65.0,1971.0,Melbourne,-37.7926,144.9441,Northern Metropolitan,6821.0
North Melbourne,11/368 Dryburgh St,1,u,358000.0,SP,Jellis,27/11/2016,2.3,3051,1.0,1.0,1.0,649.0,43.0,1970.0,Melbourne,-37.7971,144.9448,Northern Metropolitan,6821.0
North Melbourne,103/171 Flemington Rd,1,u,320000.0,S,W.B.,27/11/2016,2.3,3051,1.0,1.0,1.0,0.0,45.0,1975.0,Melbourne,-37.7955,144.9492,Northern Metropolitan,6821.0
North Melbourne,10 Munster Tce,3,t,1000000.0,VB,Nelson,27/11/2016,2.3,3051,3.0,2.0,1.0,61.0,170.0,1920.0,Melbourne,-37.8039,144.9424,Northern Metropolitan,6821.0
North Melbourne,203/150 Peel St,2,u,598000.0,S,Alexkarbon,27/11/2016,2.3,3051,2.0,1.0,1.0,0.0,85.0,2005.0,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821.0
North Melbourne,2/101 Leveson St,2,u,950000.0,S,hockingstuart,28/05/2016,2.3,3051,2.0,2.0,1.0,0.0,2.0,,Melbourne,-37.802,144.951,Northern Metropolitan,6821.0
North Melbourne,15 Mary St,3,t,1065000.0,S,Alexkarbon,28/05/2016,2.3,3051,3.0,2.0,1.0,64.0,,2008.0,Melbourne,-37.7994,144.9521,Northern Metropolitan,6821.0
North Melbourne,12 Curzon St,2,h,885000.0,S,Jellis,28/08/2016,2.3,3051,2.0,1.0,1.0,111.0,73.0,1880.0,Melbourne,-37.8044,144.9481,Northern Metropolitan,6821.0
North Melbourne,11/19 Wood St,2,u,587134.0,SP,Woodards,28/08/2016,2.3,3051,2.0,1.0,1.0,0.0,1.0,1970.0,Melbourne,-37.7976,144.9454,Northern Metropolitan,6821.0
Parkville,50 Strickland Rd,4,h,1230000.0,S,Nelson,3/09/2016,2.6,3052,4.0,2.0,2.0,357.0,249.0,2009.0,Melbourne,-37.7767,144.9403,Northern Metropolitan,2309.0
Parkville,12/238 The Avenue,3,u,1360000.0,S,Jellis,3/12/2016,2.6,3052,3.0,2.0,1.0,0.0,139.0,,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309.0
Parkville,92 Fitzgibbon St,2,h,1805000.0,S,Collins,8/10/2016,2.6,3052,2.0,1.0,1.0,187.0,102.0,1890.0,Melbourne,-37.7939,144.9572,Northern Metropolitan,2309.0
Parkville,14/18 Lennon St,1,u,352500.0,S,Jellis,8/10/2016,2.6,3052,1.0,1.0,1.0,0.0,,,Melbourne,-37.7864,144.9409,Northern Metropolitan,2309.0
Parkville,47/202 The Avenue,1,u,395000.0,SP,Woodards,11/02/2017,2.6,3052,1.0,1.0,1.0,2469.0,,,Melbourne,-37.7827,144.9575,Northern Metropolitan,2309.0
Parkville,9/18 Lennon St,1,h,307000.0,S,Jellis,15/10/2016,2.6,3052,1.0,1.0,1.0,0.0,,,Melbourne,-37.7864,144.9409,Northern Metropolitan,2309.0
Parkville,152 Park Dr,2,h,2200000.0,S,Collins,15/10/2016,2.6,3052,2.0,2.0,1.0,190.0,172.0,1875.0,Melbourne,-37.7928,144.9575,Northern Metropolitan,2309.0
Parkville,105/459 Royal Pde,1,u,485000.0,PI,Jellis,15/10/2016,2.6,3052,1.0,1.0,1.0,0.0,,,Melbourne,-37.7823,144.9593,Northern Metropolitan,2309.0
Parkville,168 Gatehouse St,4,h,1717500.0,S,Collins,19/11/2016,2.6,3052,4.0,2.0,1.0,165.0,,,Melbourne,-37.7933,144.9556,Northern Metropolitan,2309.0
Parkville,199 Park Dr,2,h,1265000.0,S,Nelson,19/11/2016,2.6,3052,2.0,1.0,0.0,70.0,102.0,1890.0,Melbourne,-37.7931,144.9565,Northern Metropolitan,2309.0
Parkville,5/361 Royal Pde,1,u,401000.0,S,Nelson,19/11/2016,2.6,3052,1.0,1.0,1.0,0.0,,,Melbourne,-37.7852,144.9589,Northern Metropolitan,2309.0
Parkville,84 Story St,4,h,2375000.0,S,Red,19/11/2016,2.6,3052,4.0,2.0,2.0,182.0,,,Melbourne,-37.7965,144.9544,Northern Metropolitan,2309.0
Parkville,66 Fitzgibbon St,2,h,1851000.0,S,Marshall,22/08/2016,2.6,3052,2.0,1.0,1.0,172.0,,1900.0,Melbourne,-37.7948,144.9571,Northern Metropolitan,2309.0
Parkville,11/2 MacArthur Rd,2,u,734600.0,SP,Woodards,22/08/2016,2.6,3052,2.0,2.0,1.0,2427.0,,1990.0,Melbourne,-37.7896,144.9584,Northern Metropolitan,2309.0
Parkville,110 Gatehouse St,4,h,1928000.0,S,Jellis,24/09/2016,2.6,3052,4.0,1.0,0.0,194.0,186.0,1890.0,Melbourne,-37.7944,144.9542,Northern Metropolitan,2309.0
Parkville,12/196 The Avenue,1,u,526000.0,SP,Nelson,25/02/2017,2.6,3052,1.0,1.0,1.0,2488.0,50.0,1995.0,Melbourne,-37.7829,144.9574,Northern Metropolitan,2309.0
Parkville,187 Park Dr,3,h,2236000.0,S,Collins,27/06/2016,2.6,3052,4.0,2.0,1.0,154.0,196.0,1890.0,Melbourne,-37.7934,144.9562,Northern Metropolitan,2309.0
Parkville,12/228 The Avenue,1,u,500000.0,S,Nelson,27/11/2016,2.6,3052,1.0,1.0,1.0,2431.0,,,Melbourne,-37.7821,144.9576,Northern Metropolitan,2309.0
Parkville,28/238 The Avenue,3,u,1403000.0,S,Nelson,27/11/2016,2.6,3052,3.0,2.0,2.0,2401.0,132.0,1980.0,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309.0
Parkville,14 Carrangall Pl,3,h,965000.0,SP,Woodards,28/08/2016,2.6,3052,3.0,2.0,2.0,173.0,,,Melbourne,-37.7795,144.9413,Northern Metropolitan,2309.0
Parkville,10/238 The Avenue,3,u,1040000.0,S,Nelson,28/08/2016,2.6,3052,3.0,2.0,1.0,0.0,,,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309.0
Parkville,9/196 The Avenue,1,u,526000.0,S,Jellis,30/07/2016,2.6,3052,1.0,1.0,1.0,0.0,,1995.0,Melbourne,-37.7829,144.9574,Northern Metropolitan,2309.0
Parkville,17/248 The Avenue,2,u,750000.0,SP,Jellis,30/07/2016,2.6,3052,2.0,1.0,1.0,2193.0,,,Melbourne,-37.7813,144.9578,Northern Metropolitan,2309.0
Port Melbourne,903/107 Beach St,2,u,1100000.0,S,Biggin,3/09/2016,3.8,3207,2.0,2.0,1.0,0.0,,,Port Phillip,-37.8405,144.9319,Southern Metropolitan,8648.0
Port Melbourne,171 Bridge St,2,h,1240000.0,PI,Leased,3/12/2016,3.8,3207,2.0,1.0,0.0,0.0,,,Port Phillip,-37.836,144.9419,Southern Metropolitan,8648.0
Port Melbourne,22 Gellibrand Rd,6,h,1800000.0,VB,Greg,3/12/2016,3.8,3207,6.0,4.0,2.0,353.0,,,Port Phillip,-37.8384,144.923,Southern Metropolitan,8648.0
Port Melbourne,40 Nelson St,3,h,1150000.0,S,Marshall,3/12/2016,3.8,3207,3.0,2.0,1.0,0.0,134.0,1990.0,Port Phillip,-37.8359,144.9342,Southern Metropolitan,8648.0
Port Melbourne,130 Nott St,3,h,985000.0,S,Marshall,3/12/2016,3.8,3207,3.0,1.0,0.0,171.0,167.0,1890.0,Port Phillip,-37.8385,144.9409,Southern Metropolitan,8648.0
Port Melbourne,106/216 Rouse St,3,u,1200000.0,SP,Wilson,3/12/2016,3.8,3207,3.0,2.0,2.0,0.0,139.0,2012.0,Port Phillip,-37.841,144.9379,Southern Metropolitan,8648.0
